type,protein
Cell morphology and organelle mutants,YHR171W
Cell morphology and organelle mutants,YHR172W
Cell morphology and organelle mutants,YHR187W
Cell morphology and organelle mutants,YIL002C
Cell morphology and organelle mutants,YIL004C
Cell morphology and organelle mutants,YIL022W
Cell morphology and organelle mutants,YIL026C
Cell morphology and organelle mutants,YIL031W
Cell morphology and organelle mutants,YIL034C
Cell morphology and organelle mutants,YIL049W
Cell morphology and organelle mutants,YIL051C
Cell morphology and organelle mutants,YIL068C
Cell morphology and organelle mutants,YIL085C
Cell morphology and organelle mutants,YIL106W
Cell morphology and organelle mutants,YIL115C
Cell morphology and organelle mutants,YIL126W
Cell morphology and organelle mutants,YIL140W
Cell morphology and organelle mutants,YIL142W
Cell morphology and organelle mutants,YIL146C
Cell morphology and organelle mutants,YIL147C
Cell morphology and organelle mutants,YIL150C
Cell morphology and organelle mutants,YIL154C
Cell morphology and organelle mutants,YIR004W
Cell morphology and organelle mutants,YIR006C
Cell morphology and organelle mutants,YIR019C
Cell morphology and organelle mutants,YIR030C
Cell morphology and organelle mutants,YJL013C
Cell morphology and organelle mutants,YJL014W
Cell morphology and organelle mutants,YJL033W
Cell morphology and organelle mutants,YJL042W
Cell morphology and organelle mutants,YJL053W
Cell morphology and organelle mutants,YJL062W
Cell morphology and organelle mutants,YJL080C
Cell morphology and organelle mutants,YJL095W
Cell morphology and organelle mutants,YJL099W
Cell morphology and organelle mutants,YJL128C
Cell morphology and organelle mutants,YJL165C
Cell morphology and organelle mutants,YJL166W
Cell morphology and organelle mutants,YJL174W
Cell morphology and organelle mutants,YJL194W
Cell morphology and organelle mutants,YJL201W
Cell morphology and organelle mutants,YJR017C
Cell morphology and organelle mutants,YJR034W
Cell morphology and organelle mutants,YJR042W
Cell morphology and organelle mutants,YJR051W
Cell morphology and organelle mutants,YJR060W
Cell morphology and organelle mutants,YJR065C
Cell morphology and organelle mutants,YJR068W
Cell morphology and organelle mutants,YJR075W
Cell morphology and organelle mutants,YJR076C
Cell morphology and organelle mutants,YJR090C
Cell morphology and organelle mutants,YJR092W
Cell morphology and organelle mutants,YJR106W
Cell morphology and organelle mutants,YJR137C
Cell morphology and organelle mutants,YKL004W
Cell morphology and organelle mutants,YKL007W
Cell morphology and organelle mutants,YKL025C
Cell morphology and organelle mutants,YKL048C
Cell morphology and organelle mutants,YKL057C
Cell morphology and organelle mutants,YKL080W
Cell morphology and organelle mutants,YKL089W
Cell morphology and organelle mutants,YKL092C
Cell morphology and organelle mutants,YKL096W
Cell morphology and organelle mutants,YKL110C
Cell morphology and organelle mutants,YKL149C
Cell morphology and organelle mutants,YKL184W
Cell morphology and organelle mutants,YKL185W
Cell morphology and organelle mutants,YKL186C
Cell morphology and organelle mutants,YKL190W
Cell morphology and organelle mutants,YKL196C
Cell morphology and organelle mutants,YKL197C
Cell morphology and organelle mutants,YKL203C
Cell morphology and organelle mutants,YKR001C
Cell morphology and organelle mutants,YKR004C
Cell morphology and organelle mutants,YKR009C
Cell morphology and organelle mutants,YKR031C
Cell morphology and organelle mutants,YKR048C
Cell morphology and organelle mutants,YKR054C
Cell morphology and organelle mutants,YKR061W
Cell morphology and organelle mutants,YKR068C
Cell morphology and organelle mutants,YKR076W
Cell morphology and organelle mutants,YKR082W
Cell morphology and organelle mutants,YLL001W
Cell morphology and organelle mutants,YLL006W
Cell morphology and organelle mutants,YLL021W
Cell morphology and organelle mutants,YLL043W
Cell morphology and organelle mutants,YLL050C
Cell morphology and organelle mutants,YLR026C
Cell morphology and organelle mutants,YLR075W
Cell morphology and organelle mutants,YLR078C
Cell morphology and organelle mutants,YLR093C
Cell morphology and organelle mutants,YLR148W
Cell morphology and organelle mutants,YLR182W
Cell morphology and organelle mutants,YLR191W
Cell morphology and organelle mutants,YLR200W
Cell morphology and organelle mutants,YLR208W
Cell morphology and organelle mutants,YLR212C
Cell morphology and organelle mutants,YLR229C
Cell morphology and organelle mutants,YLR240W
Cell morphology and organelle mutants,YLR249W
Cell morphology and organelle mutants,YLR262C
Cell morphology and organelle mutants,YLR268W
Cell morphology and organelle mutants,YLR288C
Cell morphology and organelle mutants,YLR292C
Cell morphology and organelle mutants,YLR299W
Cell morphology and organelle mutants,YLR305C
Cell morphology and organelle mutants,YLR310C
Cell morphology and organelle mutants,YLR314C
Cell morphology and organelle mutants,YLR319C
Cell morphology and organelle mutants,YLR330W
Cell morphology and organelle mutants,YLR337C
Cell morphology and organelle mutants,YLR342W
Cell morphology and organelle mutants,YLR353W
Cell morphology and organelle mutants,YLR369W
Cell morphology and organelle mutants,YLR371W
Cell morphology and organelle mutants,YLR372W
Cell morphology and organelle mutants,YLR378C
Cell morphology and organelle mutants,YLR384C
Cell morphology and organelle mutants,YLR390W
Cell morphology and organelle mutants,YLR396C
Cell morphology and organelle mutants,YLR399C
Cell morphology and organelle mutants,YLR429W
Cell morphology and organelle mutants,YLR433C
Cell morphology and organelle mutants,YLR436C
Cell morphology and organelle mutants,YLR439W
Cell morphology and organelle mutants,YLR443W
Cell morphology and organelle mutants,YLR447C
Cell morphology and organelle mutants,YML001W
Cell morphology and organelle mutants,YML008C
Cell morphology and organelle mutants,YML012W
Cell morphology and organelle mutants,YML016C
Cell morphology and organelle mutants,YML031W
Cell morphology and organelle mutants,YML048W
Cell morphology and organelle mutants,YML085C
Cell morphology and organelle mutants,YML094W
Cell morphology and organelle mutants,YML097C
Cell morphology and organelle mutants,YML104C
Cell morphology and organelle mutants,YML115C
Cell morphology and organelle mutants,YML124C
Cell morphology and organelle mutants,YML130C
Cell morphology and organelle mutants,YMR013C
Cell morphology and organelle mutants,YMR016C
Cell morphology and organelle mutants,YMR038C
Cell morphology and organelle mutants,YMR047C
Cell morphology and organelle mutants,YMR062C
Cell morphology and organelle mutants,YMR079W
Cell morphology and organelle mutants,YMR100W
Cell morphology and organelle mutants,YMR116C
Cell morphology and organelle mutants,YMR128W
Cell morphology and organelle mutants,YMR138W
Cell morphology and organelle mutants,YMR154C
Cell morphology and organelle mutants,YMR165C
Cell morphology and organelle mutants,YMR173W
Cell morphology and organelle mutants,YMR176W
Cell morphology and organelle mutants,YMR197C
Cell morphology and organelle mutants,YMR214W
Cell morphology and organelle mutants,YMR224C
Cell morphology and organelle mutants,YMR231W
Cell morphology and organelle mutants,YMR234W
Cell morphology and organelle mutants,YMR235C
Cell morphology and organelle mutants,YMR238W
Cell morphology and organelle mutants,YMR273C
Cell morphology and organelle mutants,YMR287C
Cell morphology and organelle mutants,YMR294W
Cell morphology and organelle mutants,YMR307W
Cell morphology and organelle mutants,YNL001W
Cell morphology and organelle mutants,YNL020C
Cell morphology and organelle mutants,YNL025C
Cell morphology and organelle mutants,YNL029C
Cell morphology and organelle mutants,YNL032W
Cell morphology and organelle mutants,YNL054W
Cell morphology and organelle mutants,YNL064C
Cell morphology and organelle mutants,YNL076W
Cell morphology and organelle mutants,YNL079C
Cell morphology and organelle mutants,YNL084C
Cell morphology and organelle mutants,YNL090W
Cell morphology and organelle mutants,YNL093W
Cell morphology and organelle mutants,YNL106C
Cell morphology and organelle mutants,YNL126W
Cell morphology and organelle mutants,YNL138W
Cell morphology and organelle mutants,YNL142W
Cell morphology and organelle mutants,YNL148C
Cell morphology and organelle mutants,YNL153C
Cell morphology and organelle mutants,YNL154C
Cell morphology and organelle mutants,YNL172W
Cell morphology and organelle mutants,YNL188W
Cell morphology and organelle mutants,YNL192W
Cell morphology and organelle mutants,YNL197C
Cell morphology and organelle mutants,YNL219C
Cell morphology and organelle mutants,YNL225C
Cell morphology and organelle mutants,YNL229C
Cell morphology and organelle mutants,YNL233W
Cell morphology and organelle mutants,YNL236W
Cell morphology and organelle mutants,YNL243W
Cell morphology and organelle mutants,YNL252C
Cell morphology and organelle mutants,YNL271C
Cell morphology and organelle mutants,YNL287W
Cell morphology and organelle mutants,YNL298W
Cell morphology and organelle mutants,YNL307C
Cell morphology and organelle mutants,YNL322C
Cell morphology and organelle mutants,YNL329C
Cell morphology and organelle mutants,YNR003C
Cell morphology and organelle mutants,YNR006W
Cell morphology and organelle mutants,YNR007C
Cell morphology and organelle mutants,YNR026C
Cell morphology and organelle mutants,YNR030W
Cell morphology and organelle mutants,YNR031C
Cell morphology and organelle mutants,YOL001W
Cell morphology and organelle mutants,YOL018C
Cell morphology and organelle mutants,YOL023W
Cell morphology and organelle mutants,YOL025W
Cell morphology and organelle mutants,YOL044W
Cell morphology and organelle mutants,YOL052C
Cell morphology and organelle mutants,YOL076W
Cell morphology and organelle mutants,YOL096C
Cell morphology and organelle mutants,YOL115W
Cell morphology and organelle mutants,YOL116W
Cell morphology and organelle mutants,YOL145C
Cell morphology and organelle mutants,YOL147C
Cell morphology and organelle mutants,YOR008C
Cell morphology and organelle mutants,YOR014W
Cell morphology and organelle mutants,YOR030W
Cell morphology and organelle mutants,YOR035C
Cell morphology and organelle mutants,YOR036W
Cell morphology and organelle mutants,YOR058C
